,Company Name,Company Code
1431,"Zhejiang Jasan Holding Group co.,Ltd",603558
1432,"Shanghai Zhonggu Logistics Co., Ltd.",603565
1433,PULIKE BIOLOGICAL ENGINEERING，INC.,603566
1434,"HeiLongJiang ZBD Pharmaceutical Co., Ltd.",603567
1435,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO.,LTD.",603568
1436,Beijing Changjiu Logistics Corp.,603569
1437,"QINGDAO HUIJINTONG POWER EQUIPMENT CO., LTD.",603577
1438,"Zhejiang Three Stars New Materials Co.,Ltd.",603578
1439,Shanghai Rongtai Health Technology Corporation Limited,603579
1440,"Zhejiang Jiecang Linear Motion Technology Co., Ltd.",603583
1441,"Suli Co.,Ltd.",603585
1442,"SHANDONG GOLD PHOENIX CO.,LTD.",603586
1443,"DAZZLE FASHION CO., LTD.",603587
1444,"Beijing GeoEnviron Engineering & Technology, Inc.",603588
1445,"Anhui Kouzi Distillery Co., Ltd.",603589
1446,"Beijing Konruns Pharmaceutical Co.,Ltd.",603590
1447,"Bethel Auto Safety Systems Co.,Ltd",603596
1448,"Inly Media Co., Ltd.",603598
1449,"Anhui Guangxin Agrochemical Co., Ltd.",603599
1450,"UE Furniture Co., Ltd.",603600
1451,Chongqing Zaisheng Technology Corp. Ltd,603601
1452,"Hangzhou Freely Communication Co., Ltd.",603602
1453,"Proya Cosmetics Co.,LTD",603605
1454,"NINGBO ORIENT WIRES & CABLES CO., LTD.",603606
1455,"Zhejiang JinghuaLaser Technology Co.,Ltd",603607
1456,"TOPSCORE FASHION CO., LTD.",603608
1457,"Wellhope Foods Co., Ltd.",603609
1458,Keeson Technology Corporation Limited,603610
1459,"NOBLELIFT INTELLIGENT EQUIPMENT CO.,LTD.",603611
1460,"Sunstone Development Co.,Ltd",603612
1461,"Beijing United Information Technology Co.,Ltd.",603613
1462,"Chahua Modern Housewares Co.,Ltd.",603615
1463,Beijing Hanjian Heshan Pipeline Co.Ltd,603616
1464,"JUNHE PUMPS HOLDING CO.,LTD",603617
1465,"Hangzhou Cable Co., Ltd.",603618
1466,Zhongman Petroleum and Natural Gas Group Corp.，Ltd,603619
1467,"KunshanKersen Science & Technology Co.,Ltd.",603626
1468,"CLENERGY TECHNOLOGY PTY., LTD",603628
1469,"Jiangsu Lettall Electronic Co.,Ltd.",603629
1470,"Lafang Jiahua Co.,Ltd",603630
1471,"Shanghai Laimu Electronics Co.,Ltd",603633
1472,"Linewell Software Co.,Ltd.",603636
1473,"ZHENHAI PETROCHEMICAL ENGINEERING CO., LTD.",603637
1474,"YANTAI EDDIE PRECISION MACHINERY CO.,LTD",603638
1475,"Hailir Pesticides and Chemicals group Co.,Ltd.",603639
1476,"Shanghai Shine-Link International Logistics Co., Ltd.",603648
1477,"Red Avenue New Materials Group Co., Ltd.",603650
1478,"Changzhou Langbo Sealing Technology Co.,Ltd.",603655
1479,"Hefei Taihe Intelligent Technology Group Co.,Ltd.",603656
1480,603657,603657
1481,"Autobio Diagnostics CO., Ltd",603658
1482,"Shanghai Putailai New Energy Technology Group Co.,Ltd.",603659
1483,"Suzhou Keda Technology Co.,Ltd",603660
1484,"Henglin Home Furnishings Co.,Ltd",603661
1485,"Keli Sensing Technology (Ningbo) Co.,Ltd.",603662
1486,"SANXIANG ADVANCED MATERIALS CO.,LTD.",603663
1487,Zhejiang Kanglongda Special Protective Technology  Co.，Ltd.,603665
1488,"Yijiahe Technology Co., Ltd.",603666
1489,"Zhejiang XCC Group Co.,Ltd;",603667
1490,"FUJIAN TIANMA SCIENCE AND TECHNOLOGY GROUP CO., LTD",603668
1491,"Lionco Pharmaceutical Group Co.,Ltd.",603669
1492,"Xizang Weixinkang Medicine Co., Ltd",603676
1493,"Qijing Machinery Co., Ltd.",603677
1494,"FUJIAN TORCH ELECTRON TECHNOLOGY Co., LTD.",603678
1495,"Sichuan Huati Lighting Technology Co., Ltd.",603679
1496,"KTK Group Co., Ltd.",603680
1497,"SHANGHAI YONGGUAN ADHESIVE PRODUCTS CORP.,LTD",603681
1498,"SHANGHAI GOLDEN UNION COMMERCIAL MANAGEMENT CO.,LTD.",603682
1499,"SHANGHAI SMITH ADHESIVE NEW MATERIAL CO.,LTD",603683
1500,603685,603685
1501,"FULONGMA GROUP CO.,Ltd.",603686
1502,"Zhejiang Great Shengda Packaging Co.,Ltd.",603687
1503,"JIANGSU PACIFIC QUARTZ CO.,LTD.",603688
1504,"Anhui Province Natural Gas Development Co.,Ltd.",603689
1505,"PNC Process Systems Co.,Ltd",603690
1506,"Jiangsu New Energy Development Co., Ltd.",603693
1507,"ANJI FOODSTUFF CO., LTD",603696
1508,"YouYou Foods Co., Ltd.",603697
1509,"changzheng Engineering Co.,LTD",603698
1510,"Neway Valve (Suzhou) Co., Ltd.",603699
1511,"Ningbo Water Meter (Group) Co., LTD.",603700
1512,"Zhejiang Dehong Automotive Electronic & Electrical Co., Ltd.",603701
1513,"Zhejiang Shengyang Science and Technology Co.,Ltd.",603703
1514,"XINJIANG EAST UNIVERSE (GROUP) GAS CO., LTD",603706
1515,"Nanjing King-friend Biochemical Pharmaceutical Co.,Ltd.",603707
1516,"Jiajiayue Group Co., Ltd.",603708
1517,"ZOY Home Furnishing Co., Ltd.",603709
1518,603711,603711
1519,"Tianjin 712 Communication & Broadcasting Co.,Ltd",603712
1520,"MILKYWAY INTELLIGENT SUPPLY CHAIN SERVICE GROUP CO.,LTD.",603713
1521,Thalys Medical Technology  Group Corporation.,603716
1522,"TianYu Bio-Technology Co.,Ltd.",603717
1523,"SHANGHAI HILE BIO-TECHNOLOGY CO., LTD.",603718
1524,"Bestore Co.,Ltd",603719
1525,"Wuxi Acryl Technology CO.,LTD",603722
1526,"Guangdong Tianan New Material Co., Ltd.",603725
1527,"Zhejiang Langdi Group Co., Ltd.",603726
1528,BOMESC Offshore Engineering Company Limited,603727
1529,"SHANGHAI MOONS' ELECTRIC CO.,LTD.",603728
1530,"Shanghai LongYun Media Group Co., Ltd",603729
1531,"Shanghai Daimay Automotive Interior Co., Ltd.",603730
1532,"Xianhe Co.,Ltd.",603733
1533,"SKSHU Paint Co., Ltd",603737
1534,"TKD Science and Technology Co.,Ltd.",603738
1535,Qingdao Vland Biotech INC,603739
1536,"QINGDAO RICHEN FOOD CO.,LTD.",603755
1537,"Zhejiang Dayuan Pumps Industry Co., Ltd",603757
1538,CHONGQING QIN'AN M&E PLC.,603758
1539,"Haitian Water Group Co.,Ltd.",603759
1540,"Loncin Motor Co.,Ltd.",603766
1541,"ZHEJIANG ZOMAX TRANSMISSION CO.,LTD.",603767
1542,Hefei Changqing Machinery Company Limited,603768
1543,"WG Tech (JiangXi) Group Co., LTD.",603773
1544,603776,603776
1545,"Shanghai Laiyifen Co., Ltd.",603777
1546,"Guosheng Shian Technology Co., Ltd.",603778
1547,"WEILONG GRAPE WINE CO., LTD.",603779
1548,"KEBODA TECHNOLOGY CO., LTD.",603786
1549,"JIANGSU XINRI E-VEHICLE CO., LTD.",603787
1550,603685,603685
1551,"FULONGMA GROUP CO.,Ltd.",603686
1552,"Zhejiang Great Shengda Packaging Co.,Ltd.",603687
1553,"JIANGSU PACIFIC QUARTZ CO.,LTD.",603688
1554,"Anhui Province Natural Gas Development Co.,Ltd.",603689
1555,"PNC Process Systems Co.,Ltd",603690
1556,"Jiangsu New Energy Development Co., Ltd.",603693
1557,"ANJI FOODSTUFF CO., LTD",603696
1558,"YouYou Foods Co., Ltd.",603697
1559,"changzheng Engineering Co.,LTD",603698
1560,"Neway Valve (Suzhou) Co., Ltd.",603699
1561,"Ningbo Water Meter (Group) Co., LTD.",603700
1562,"Zhejiang Dehong Automotive Electronic & Electrical Co., Ltd.",603701
1563,"Zhejiang Shengyang Science and Technology Co.,Ltd.",603703
1564,"XINJIANG EAST UNIVERSE (GROUP) GAS CO., LTD",603706
1565,"Nanjing King-friend Biochemical Pharmaceutical Co.,Ltd.",603707
1566,"Jiajiayue Group Co., Ltd.",603708
1567,"ZOY Home Furnishing Co., Ltd.",603709
1568,603711,603711
1569,"Tianjin 712 Communication & Broadcasting Co.,Ltd",603712
1570,"MILKYWAY INTELLIGENT SUPPLY CHAIN SERVICE GROUP CO.,LTD.",603713
1571,Thalys Medical Technology  Group Corporation.,603716
1572,"TianYu Bio-Technology Co.,Ltd.",603717
1573,"SHANGHAI HILE BIO-TECHNOLOGY CO., LTD.",603718
1574,"Bestore Co.,Ltd",603719
1575,"Wuxi Acryl Technology CO.,LTD",603722
1576,"Guangdong Tianan New Material Co., Ltd.",603725
1577,"Zhejiang Langdi Group Co., Ltd.",603726
1578,BOMESC Offshore Engineering Company Limited,603727
1579,"SHANGHAI MOONS' ELECTRIC CO.,LTD.",603728
1580,"Shanghai LongYun Media Group Co., Ltd",603729
1581,"Shanghai Daimay Automotive Interior Co., Ltd.",603730
1582,"Xianhe Co.,Ltd.",603733
1583,"SKSHU Paint Co., Ltd",603737
1584,"TKD Science and Technology Co.,Ltd.",603738
1585,Qingdao Vland Biotech INC,603739
1586,"QINGDAO RICHEN FOOD CO.,LTD.",603755
1587,"Zhejiang Dayuan Pumps Industry Co., Ltd",603757
1588,CHONGQING QIN'AN M&E PLC.,603758
1589,"Haitian Water Group Co.,Ltd.",603759
1590,"Loncin Motor Co.,Ltd.",603766
1591,"ZHEJIANG ZOMAX TRANSMISSION CO.,LTD.",603767
1592,Hefei Changqing Machinery Company Limited,603768
1593,"WG Tech (JiangXi) Group Co., LTD.",603773
1594,603776,603776
1595,"Shanghai Laiyifen Co., Ltd.",603777
1596,"Guosheng Shian Technology Co., Ltd.",603778
1597,"WEILONG GRAPE WINE CO., LTD.",603779
1598,"KEBODA TECHNOLOGY CO., LTD.",603786
1599,"JIANGSU XINRI E-VEHICLE CO., LTD.",603787
1600,Ningbo Gaofa Automotive Control System Co. LTD,603788
1601,"ARGUS (SHANGHAI) TEXTILE CHEMICALS CO.,LTD.",603790
1602,"Guangdong Liantai Environmental Protection Co.,Ltd.",603797
1603,QINGDAO COPTON TECHNOLOGY COMPANY LIMITED,603798
1604,"ZHEJIANG HUAYOU COBALT CO., LTD.",603799
1605,"Jiangsu Hongtian Technology Co.,Ltd.",603800
1606,"ZBOM HOME COLLECTION CO.,LTD",603801
1607,"RAISECOM TECHNOLOGY CO.,Ltd.",603803
1608,"HANGZHOU FIRST APPLIED MATERIAL CO., LTD.",603806
1609,"Shenzhen Ellassay Fashion Co.,Ltd.",603808
1610,"CHENGDU HAONENG TECHNOLOGY CO., LTD.",603809
1611,"Jiangsu Fengshan Group Co., Ltd.",603810
1612,"ZHEJIANG CHENG YI PHARMACEUTICAL CO.,LTD.",603811
1613,"Anhui Gourgen Traffic Construction Co.,Ltd.",603815
1614,"Jason Furniture（Hangzhou）Co.,Ltd.",603816
1615,"Fujian Haixia Environmental Protection Group Co.,Ltd.",603817
1616,"QuMei Home Furnishings Group Co., Ltd",603818
1617,Changzhou Shenli Electrical Machine Incorporated Company,603819
1618,"LILY GROUP CO.,LTD",603823
1619,"FUJIAN KUNCAI MATERIAL TECHNOLOGY CO.,LTD",603826
1620,603829,603829
1621,Oppein Home Group Inc.,603833
1622,"Bondex Supply Chain Management Co., Ltd.",603836
1623,"Anzheng Fashion Group Co.,Ltd",603839
1624,"Guangdong Hotata Technology Group  co., Ltd.",603848
1625,603855,603855
1626,603856,603856
1627,"Shandong Buchang Pharmaceuticals Co., Ltd",603858
1628,"Nancal Technology Co.,Ltd",603859
1629,603860,603860
1630,"Guangzhou Baiyun Electric Equipment Co., Ltd.",603861
1631,"GuangDong SongYang Recycle Resources CO.,LTD",603863
1632,"Toly Bread Co., Ltd.",603866
1633,"ZHEJIANG XINHUA CHEMICAL CO.,LTD",603867
1634,"Shanghai Flyco Electrical Appliance Co., Ltd",603868
1635,"JIA YOU INTERNATIONAL LOGISTICS CO., LTD",603871
1636,"Jiangsu Dingsheng New Materials Joint-Stock Co.,Ltd",603876
1637,"Ningbo Peacebird Fashion Co., Ltd.",603877
1638,"Jiangsu Wujin Stainless Steel Pipe Group CO.,LTD.",603878
1639,"YONGYUE SCIENCE&TECHNOLOGY CO.,LTD",603879
1640,"Jiangsu Nanfang Medical Co.,Ltd.",603880
1641,"Shanghai Athub Co.,Ltd.",603881
1642,"Guangzhou Kingmed Diagnostics Group Co., Ltd.",603882
1643,LBX Pharmacy Chain Joint Stock Company,603883
1644,"JUNEYAO AIRLINES Co., Ltd",603885
1645,"Ganso Co., Ltd",603886
1646,"Shanghai CDXJ Digital Technology Co.,LTD.",603887
1647,"XINHUANETCO.,LTD.",603888
1648,Zhejiang Xinao Textiles Inc.,603889
1649,"Suzhou Chunqiu Electronic Technology Co., LTD",603890
1650,603893,603893
1651,"Shanghai Tianyong Engineering Co.,Ltd",603895
1652,"Zhejiang Shouxiangu Pharmaceutical Co., Ltd.",603896
1653,"ZHEJIANG GRANDWALL ELECTRIC SCIENCE&TECHNOLOGY CO.,LTD.",603897
1654,"Guangzhou Holike Creative Home Co.,Ltd.",603898
1655,Shanghai M&G Stationery Inc.,603899
1656,Leysen Jewellery Inc.,603900
1657,"Hangzhou Youngsun Intelligent Equipment Co., Ltd.",603901
1658,"CSD Water Service Co., Ltd.",603903
1659,"Jiangsu Lopal Tech. Group Co., Ltd.",603906
1660,"COMEFLY OUTDOOR CO.,LTD",603908
1661,"C&D Holsin Engineering Consulting Co., Ltd",603909
1662,"Nanjing Canatal Data-Centre Environmental Tech Co., Ltd",603912
1663,"JIANGSU GUOMAO REDUCER CO., LTD.",603915
1664,"SOBUTE NEW MATERIALS CO., LTD",603916
1665,"Ningbo Heli  Technology  Co., Ltd.",603917
1666,"Shanghai Golden Bridge InfoTech Co.,Ltd.",603918
1667,"JINHUI LIQUOR Co.,Ltd.",603919
1668,"OLYMPIC CIRCUIT TECHNOLOGY CO.,LTD",603920
1669,"Suzhou Jinhongshun Auto Parts Co., LTD.",603922
1670,"TIELIU CO.,LTD.",603926
1671,"Sinosoft Co.,Ltd",603927
1672,"Suzhou Xingye Materials Technology Co.,Ltd.",603928
1673,"L&K ENGINEERING(SUZHOU)CO.,LTD.",603929
1674,"HANGZHOU GREENDA ELECTRONIC MATERIALS CO.,LTD",603931
1675,"FUJIAN RAYNEN TECHNOLOGY CO.,LTD",603933
1676,"BOMIN ELECTRONICS CO., LTD.",603936
1677,"JIANGSU LIDAO NEW MATERIAL CO., LTD.",603937
1678,"Tangshan Sunfar Silicon Industries Co., Ltd",603938
1679,"Yifeng Pharmacy Chain Co., Ltd.",603939
1680,Zhejiang Jianye Chemical Co.，Ltd,603948
1681,"Xuelong Group Co.,Ltd.",603949
1682,"Xiangyang Changyuandonggu Industry Co., Ltd.",603950
1683,"DAQIAN ECOLOGY & ENVIRONMENT GROUP CO., LTD",603955
1684,"WPG (Shanghai) Smart Water Public Co.,Ltd",603956
1685,"HARSON TARDING (CHINA) CO.,LTD.",603958
1686,"HUNAN BAILI ENGINEERING SCI&TECH CO.,LTD",603959
1687,"Shanghai Kelai Mechatronics Engineering Co.,Ltd.",603960
1688,"Eurocrane (China) Co.,Ltd.",603966
1689,"CHINA MASTER LOGISTICS.,LTD.",603967
1690,"Nan  Tong  Acetic  Acid  Co.,   Ltd.",603968
1691,"Silvery Dragon Group Co.,Ltd. Tianjin",603969
1692,"SINO-AGRI  LEADING  BIOSCIENCES  CO.,LTD.",603970
1693,"ChongQing Zhengchuan Pharmaceutical Packaging Co.,Ltd.",603976
1694,"Jiangxi Guotai Group Co., Ltd.",603977
1695,"SHENZHEN SUNXING LIGHT ALLOYS MATERIALS CO.,LTD.",603978
1696,"JCHX MINING MANAGEMENT CO.,LTD.",603979
1697,"ZheJiang JiHua Group Co.,Ltd",603980
1698,"NANJING CHERVON AUTO PRECISION TECHNOLOGY CO., LTD",603982
1699,"Guangdong Marubi Biotechnology Co., Ltd",603983
1700,"Jiangyin Hengrun Heavy Industries Co.,Ltd",603985
1701,GigaDevice Semiconductor Inc.,603986
1702,"Shanghai Kindly Enterprise Development Group Co.,Ltd.",603987
1703,"SEC Electric Machinery Co., Ltd.",603988
1704,"HUNAN AIHUA GROUP C0.,LTD.",603989
1705,"Suzhou MedicalSystem Technology Co., Ltd.",603990
1706,"Shanghai Original Advanced Compounds Co., Ltd",603991
1707,"XIAMEN SOLEX HIGH-TECH INDUSTRIES CO., LTD.",603992
1708,CMOC Group Limited,603993
1709,"Yongjin Technology Group Co., Ltd",603995
1710,"Ningbo Jifeng Auto Parts Co.,Ltd.",603997
1711,"Hunan Fangsheng Pharmaceutical Co., Ltd.",603998
1712,"DuZhe Publishing&Media Co.,Ltd.",603999
1713,"Qingdao Victall Railway Co.,Ltd.",605001
1714,"ZhongWang Fabric Co., Ltd.",605003
1715,"CWB Automotive Electronics Co., Ltd.",605005
1716,605006,605006
1717,"Wuzhou Special Paper Group Co., Ltd.",605007
1718,Ningbo Changhong Polymer Scientific & Technical Inc.,605008
1719,"Hangzhou Haoyue Personal Care Co., Ltd",605009
1720,605011,605011
1721,"SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD.",605016
1722,"Changhua Holding Group Co., Ltd.",605018
1723,"Zhejiang Yonghe Refrigerant Co., Ltd.",605020
1724,"NINGBO SHIMAO ENERGY CO.,LTD",605028
1725,"Shaanxi Meibang Pharmaceutical Group Co., Ltd.",605033
1726,"Friend Co., Ltd.",605050
1727,"Zhejiang Yingfeng Technology Co.,Ltd.",605055
1728,"Xianheng Internatioal Science&Technology Co.,Ltd.",605056
1729,"No.15 Xinke Road,Xinbei District,Changzhou, Jiangsu",605058
1730,"Allied Machinery Co., Ltd.",605060
1731,Zhejiang Tengen Electrics Co.Ltd,605066
1732,"Mingxin New Material Co.,Ltd.",605068
1733,"Beijing ZEHO Waterfront Ecological Environment Treatment Co.,Ltd.",605069
1734,"ZHEJIANG HUAKANG PHARMACEUTICAL CO.,LTD.",605077
1735,"ZHEJIANG NATURAL OUTDOOR GOODS INC.,LTD",605080
1736,"LONGYAN KAOLIN CLAY CO., LTD.",605086
1737,"GSP AUTOMOTIVE GROUP WENZHOU CO., LTD.",605088
1738,"SUZHOU WEIZHIXIANG FOOD CO., LTD.",605089
1739,"Jiangxi Jovo Energy Co., Ltd.",605090
1740,"Shanghai Action Education Technology CO., LTD.",605098
1741,"Co Creation Grass Co.,Ltd.",605099
1742,"Power HF Co., Ltd.",605100
1743,TongQingLou Catering Corporation Limited.,605108
1744,605111,605111
1745,"Aurisco Pharmaceutical Co.,Ltd",605116
1746,"Ningbo Deye Technology Co., Ltd.",605117
1747,"Xiamen Leading Optics Co., Ltd.",605118
1748,"CHONGQING SIFANG NEW MATERIAL CO., LTD.",605122
1749,"Wuxi Paike New Materials Technology Co.,Ltd.",605123
1750,"Shanghai Yanpu Precision Technology(Group) Co.,Ltd",605128
1751,"Jiangsu Rongtai Industry Co.,Ltd.",605133
1752,"Shanghai Lily&Beauty Cosmetics Co., Ltd.",605136
1753,605138,605138
1754,"West Shanghai Automotive Service Co.,Ltd.",605151
1755,ZHEJIANG XIDAMEN NEW MATERIAL CO.，LTD,605155
1756,"Zhejiang Huada New Materials Co., Ltd.",605158
1757,"Zhejiang Xinzhonggang Thermal Power Co., Ltd.",605162
1758,"Juheshun Advanced Material Co.,Ltd.",605166
1759,Jiangsu Libert INC.,605167
1760,"Three’s Company Media Group Co., Ltd.",605168
1761,"Xinjiang Hongtong Natural Gas Co., Ltd.",605169
1762,"Zhejiang East-Asia Pharmaceutical Co., Ltd",605177
1763,"Beijing New Space Technology Co., Ltd.",605178
1764,"Zhejiang Yiming Food Co., Ltd.",605179
1765,"ZHEJIANG HUASHENG TECHNOLOGY CO.,LTD",605180
1766,"Quechen Silicon Chemical Co., Ltd.",605183
1767,"Shanghai General Healthy Information and Technology Co., Ltd.",605186
1768,"JIANGXI GUOGUANG COMMERCIAL CHAINS CO.,LTD.",605188
1769,"Wuhu Fuchun Dye and Weave Co.,Ltd",605189
1770,"Hebei Huatong Wires and Cables Group Co., Ltd.",605196
1771,"Yantai North Andre Juice Co., Ltd.",605198
1772,"ShangHai Yongmaotai Automotive Technology Co.,Ltd",605208
1773,"Ways Electron Co., Ltd.",605218
1774,"Shanghai Qifan Cable Co., Ltd",605222
1775,"SHENTONG TECHNOLOGY GROUP CO.,LTD",605228
1776,"NINGBO TIP RUBBER TECHNOLOGY CO.,LTD",605255
1777,"Jiangsu  Xiehe Electronic Co.,Ltd",605258
1778,605259,605259
1779,605266,605266
1780,"Wangli Security & Surveillance Product Co., Ltd",605268
1781,"Xinya Electronic Co.,Ltd",605277
1782,"Jiangsu Tongli Tianqi Technology Co., Ltd.",605286
1783,"Decai Decoration CO.,LTD",605287
1784,Changzhou Kaidi Electrical Inc..,605288
1785,Shanghai Luoman Technologies Inc.,605289
1786,"Yunnan Shennong Agricultural Industry Group Co.,LTD.",605296
1787,"Jiangsu Bide Science and Technology Co., Ltd.",605298
1788,"Shuhua Sports Co., Ltd.",605299
1789,"Jiahe Foods Industry Co., Ltd.",605300
1790,"Hangzhou Landscaping Co.,Ltd.",605303
1791,3S Industry Group INC.,605305
1792,605318,605318
1793,"Wuxi Zhenhua Auto Parts Co., Ltd",605319
1794,"Kunshan Huguang Auto Harness Co., Ltd.",605333
1795,"ZHEJIANG SANFER ELECTRIC CO.,LTD",605336
1796,"ZHE JIANG LI ZI YUAN FOOD CO,LTD",605337
1797,"Zhongyin Babi Food Co.,Ltd.",605338
1798,"Namchow Food Group（Shanghai) Co., Ltd.",605339
1799,"Hangzhou Lion Microelectronics Co.,Ltd.",605358
1800,Leedarson IoT Technology Inc.,605365
1801,"Jiangxi Hungpai New Material Technology Co.,Ltd.",605366
1802,"Henan Lantian Gas Co.,Ltd.",605368
1803,"Zhejiang Gongdong Medical Technology Co., Ltd.",605369
1804,"Jiangsu Boqian New Materials Stock Co., Ltd.",605376
1805,"Hangzhou Huawang New Material Technology Co., Ltd.",605377
1806,"Zhejiang Mustang Battery Co.,Ltd",605378
1807,"Juneyao Grand Healthy Drinks Co.,Ltd.",605388
1808,"JiangSu Changling Hydraulic Co., Ltd",605389
1809,"Shanghai New Centurion Network Information Technology Co., Ltd.",605398
1810,"Jiang Xi Chenguang New Materials Co.,Limited.",605399
1811,605488,605488
1812,"EASTROC BEVERAGE (GROUP) CO.,LTD.",605499
1813,"Forest Packaging Group Co., Ltd.",605500
1814,Guobang Pharma Ltd.,605507
1815,"Ningbo Dechang Electrical Machinery Made Co., Ltd.",605555
1816,"HANGZHOU FLARIANT CO.,LTD",605566
1817,605567,605567
1818,"Heilongjiang Publishing & Media Co., Ltd.",605577
1819,605580,605580
1820,"Keystone Technology Co.,Ltd.",605588
1821,"Jinan Shengquan Group Share Holding Co.,Ltd.",605589
1822,"Shanghai Geoharbour Construction Group Co., Ltd.",605598
1823,"Beijing Caishikou Department Store Co.,Ltd",605599
1824,"Suzhou HYC Technology CO., LTD",688001
1825,"Raytron Technology Co.,Ltd.",688002
1826,"Suzhou TZTEK Technology Co., Ltd",688003
1827,688004,688004
1828,"Ningbo Ronbay New Energy Technology Co., Ltd.",688005
1829,Zhejiang HangKe Technology Incorporated Company,688006
1830,Appotronics Corporation Limited,688007
1831,"Montage Technology Co., Ltd.",688008
1832,China Railway Signal & Communication Corporation Limited,688009
1833,"Fujian Forecam Optics Co.,Ltd.",688010
1834,"Harbin Xinguang Optic-Electronics Technology Co., Ltd.",688011
1835,Advanced Micro-Fabrication Equipment Inc. China,688012
1836,"Touchstone International Medical Science Co., Ltd.",688013
1837,"Traffic Control Technology Co., Ltd.",688015
1838,"Shanghai MicroPort Endovascular MedTec（Group） Co., Ltd.",688016
1839,Leader Harmonious Drive Systems Co.Ltd,688017
1840,"Espressif Systems (Shanghai) Co.,Ltd",688018
1841,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",688019
1842,"GUANGZHOU FANGBANG ELECTRONICS CO.,LTD",688020
1843,"Aofu Environmental Technology Co., Ltd.",688021
1844,"Suzhou Harmontronics Automation Technology Co., Ltd.",688022
1845,DBAPPsecurity Co.Ltd,688023
1846,"SHENZHEN JPT OPTO-ELECTRONICS CO., LTD.",688025
1847,"Guangzhou Jet Biofiltration Co.,Ltd.",688026
1848,"QuantumCTek Co., Ltd.",688027
1849,"Beijing Worldia Diamond Tools Co.,Ltd.",688028
1850,"MICRO-TECH(NANJING)CO.,LTD",688029
1851,"Hillstone Networks Co.,Ltd.",688030
1852,"Transwarp Technology (Shanghai) Co., Ltd.",688031
1853,Hoymiles Power Electronics Inc.,688032
1854,"Beijing Tianyishangjia New Material Corp., Ltd.",688033
1855,"Darbond Technology Co., Ltd",688035
1856,Transsion Holdings  LTD.CO,688036
1857,"KINGSEMI Co., Ltd.",688037
1858,"Wuhan Citms Technology Co.,Ltd",688038
1859,"Hangzhou Arcvideo Technology Co., Ltd.",688039
1860,"Hygon Information Technology Co., Ltd.",688041
1861,"Shenzhen Kiwi Instruments Co., Ltd",688045
1862,"Gempharmatech Co., Ltd.",688046
1863,Loongson Technology Corporation Limited,688047
1864,"Suzhou Everbright Photonics Co., Ltd.",688048
1865,"Actions Technology Co., Ltd.",688049
1866,"Eyebright Medical Technology (Beijing) Co., Ltd.",688050
1867,688051,688051
1868,"Suzhou Novosense Microelectronics Co., Ltd.",688052
1869,"InfoVision Optoelectronics (Kunshan) Co.,Ltd.",688055
1870,"Beijing LabTech Instruments Co., Ltd.",688056
1871,"Jiangxi JDL Environmental Protection Co., Ltd.",688057
1872,Beijing Baolande Software Corporation.,688058
1873,"Zhuzhou Huarui Precision Cutting Tools.Co.,Ltd",688059
1874,"Jiangsu yunyong electronics and technology Co.,ltd",688060
1875,688061,688061
1876,"Mabwell (Shanghai) Bioscience Co., Ltd.",688062
1877,"Pylon Technologies Co., Ltd.",688063
1878,Cathay Biotech Inc.,688065
1879,"Piesat Information Technology Co.,Ltd",688066
1880,"AVE Science&Technology CO.,LTD",688067
1881,"Beijing Hotgen Biotech Co., Ltd.",688068
1882,"Wuxi Delinhai Environmental Technology Co.,Ltd.",688069
1883,"Chengdu JOUAV Automation Tech Co.,Ltd.",688070
1884,"Shanghai W-Ibeda High Tech.Group Co., Ltd.",688071
1885,Piotech Inc.,688072
1886,"Bide Pharmatech Co., Ltd.",688073
1887,"Assure Tech （Hangzhou） Co., Ltd.",688075
1888,"Earth-Panda Advance Magnetic Material Co., Ltd.",688077
1889,Beijing LongRuan Technologies Inc.,688078
1890,"HANGZHOU MDK OPTO ELECTRONICS CO., LTD",688079
1891,"Beijing InHand Networks Technology Co., Ltd.",688080
1892,"Wuhan Xingtu Xinke Electronics Co.,Ltd.",688081
1893,"ACM Research (Shanghai), Inc.",688082
1894,"ZWSOFT CO., LTD(Guangzhou)",688083
1895,Beijing JingPinTeZhuang Science and Technology Co.，LTD,688084
1896,"Shanghai Sanyou Medical Co., Ltd.",688085
1897,"INTCO RECYCLING RESOURCES CO., LTD.",688087
1898,ArcSoft Corporation Limited,688088
1899,"CABIO Biotech（Wuhan） Co., Ltd.",688089
1900,"GUANGZHOU RISONG INTELLIGENT TECHNOLOGY HOLDING CO., LTD.",688090
1901,"Shanghai Yizhong Pharmaceutical Co.,Ltd.",688091
1902,"Hangzhou IECHO Science & Technology Co., Ltd.",688092
1903,"Suzhou Shihua New Material Technology Co., Ltd.",688093
1904,"Fujian Fuxin Software Development Joint Stock Co.,Ltd",688095
1905,"Jiangsu Jingyuan Environmental Protection Co.,Ltd",688096
1906,"BOZHON PRECISION INDUSTRY TECHNOLOGY CO.,LTD.",688097
1907,Shanghai Shen Lian Biomedical Corporation,688098
1908,"Amlogic (Shanghai) Co., Ltd.",688099
1909,"Willfar Information Technology Co., Ltd.",688100
1910,"SUNTAR ENVIRONMENTAL TECHNOLOGY CO., LTD.",688101
